device	etype	ch	idx	topic	mode	group	label	page	led_target	enabled	notes
vcm600	note	3	60	vcm600/channel/3/hi_cut		channel_buttons	Channel 3 Hi Cut	channel_switch	vcm600/channel/3/hi_cut	1	Live corrected hi_cut for channel 3: idx 61
vcm600	note	3	61	vcm600/channel/3/mid_cut		channel_buttons	Channel 3 Mid Cut	channel_switch	vcm600/channel/3/mid_cut	1	Live corrected mid_cut for channel 3: idx 62
vcm600	note	3	62	vcm600/channel/3/low_cut		channel_buttons	Channel 3 Low Cut	channel_switch	vcm600/channel/3/low_cut	1	Live corrected low_cut for channel 3: idx 63
vcm600	note	3	63	vcm600/channel/3/mute		channel_buttons	Channel 3 Mute	channel_switch	vcm600/channel/3/mute	1	Live corrected mute for channel 3: idx 64
vcm600	note	3	64	vcm600/channel/3/solo		channel_buttons	Channel 3 Solo	channel_switch	vcm600/channel/3/solo	1	Live corrected solo for channel 3: idx 65
vcm600	note	3	65	vcm600/channel/3/cf_asn		channel_buttons	Channel 3 CF Asn	channel_switch	vcm600/channel/3/cf_asn	1	Live corrected cf_asn for channel 3: idx 66
vcm600	note	3	66	vcm600/channel/3/clip		channel_buttons	Channel 3 Clip	channel_switch	vcm600/channel/3/clip	1	Live corrected clip for channel 3: idx 67
vcm600	note	3	67	vcm600/channel/3/track		channel_buttons	Channel 3 Track	channel_switch	vcm600/channel/3/track	1	Live corrected track for channel 3: idx 68
vcm600	note	3	68	vcm600/channel/3/stop		channel_buttons	Channel 3 Stop	channel_switch	vcm600/channel/3/stop	1	Manual corrected by live test: status 92 idx 45
vcm600	note	3	69	vcm600/channel/3/play		channel_buttons	Channel 3 Play	channel_switch	vcm600/channel/3/play	1	Manual corrected by live test: status 92 idx 46
vcm600	cc	3	16	vcm600/channel/3/eq_hi	abs	channel_controls	Channel 3 EQ Hi	channel_volume		1	Live corrected eq_hi for channel 3: idx 17
vcm600	cc	3	17	vcm600/channel/3/eq_mid	abs	channel_controls	Channel 3 EQ Mid	channel_volume		1	Live corrected eq_mid for channel 3: idx 18
vcm600	cc	3	18	vcm600/channel/3/eq_low	abs	channel_controls	Channel 3 EQ Low	channel_volume		1	Live corrected eq_low for channel 3: idx 19
vcm600	cc	3	10	vcm600/channel/3/pan	abs	channel_controls	Channel 3 Pan	channel_volume		1	Live corrected pan for channel 3: idx 11
vcm600	cc	3	19	vcm600/channel/3/send_a	abs	channel_controls	Channel 3 Send A	channel_volume		1	Live corrected send_a for channel 3: idx 20
vcm600	cc	3	20	vcm600/channel/3/send_b	abs	channel_controls	Channel 3 Send B	channel_volume		1	Live corrected send_b for channel 3: idx 21
vcm600	cc	3	21	vcm600/channel/3/resonance	abs	channel_controls	Channel 3 Resonance	channel_volume		1	Live corrected resonance for channel 3: idx 22
vcm600	cc	3	22	vcm600/channel/3/frequency	abs	channel_controls	Channel 3 Frequency	channel_volume		1	Live corrected frequency for channel 3: idx 23
vcm600	cc	3	23	vcm600/channel/3/level	abs	channel_controls	Channel 3 Level	channel_volume		1	Live corrected level index for channel 3: idx 24
vcm600	note	4	60	vcm600/channel/4/hi_cut		channel_buttons	Channel 4 Hi Cut	channel_switch	vcm600/channel/4/hi_cut	1	Live corrected hi_cut for channel 4: idx 61
vcm600	note	4	61	vcm600/channel/4/mid_cut		channel_buttons	Channel 4 Mid Cut	channel_switch	vcm600/channel/4/mid_cut	1	Live corrected mid_cut for channel 4: idx 62
vcm600	note	4	62	vcm600/channel/4/low_cut		channel_buttons	Channel 4 Low Cut	channel_switch	vcm600/channel/4/low_cut	1	Live corrected low_cut for channel 4: idx 63
vcm600	note	4	63	vcm600/channel/4/mute		channel_buttons	Channel 4 Mute	channel_switch	vcm600/channel/4/mute	1	Live corrected mute for channel 4: idx 64
vcm600	note	4	64	vcm600/channel/4/solo		channel_buttons	Channel 4 Solo	channel_switch	vcm600/channel/4/solo	1	Live corrected solo for channel 4: idx 65
vcm600	note	4	65	vcm600/channel/4/cf_asn		channel_buttons	Channel 4 CF Asn	channel_switch	vcm600/channel/4/cf_asn	1	Live corrected cf_asn for channel 4: idx 66
vcm600	note	4	66	vcm600/channel/4/clip		channel_buttons	Channel 4 Clip	channel_switch	vcm600/channel/4/clip	1	Live corrected clip for channel 4: idx 67
vcm600	note	4	67	vcm600/channel/4/track		channel_buttons	Channel 4 Track	channel_switch	vcm600/channel/4/track	1	Live corrected track for channel 4: idx 68
vcm600	note	4	68	vcm600/channel/4/stop		channel_buttons	Channel 4 Stop	channel_switch	vcm600/channel/4/stop	1	Manual corrected by live test: status 93 idx 45
vcm600	note	4	69	vcm600/channel/4/play		channel_buttons	Channel 4 Play	channel_switch	vcm600/channel/4/play	1	Manual corrected by live test: status 93 idx 46
vcm600	cc	4	16	vcm600/channel/4/eq_hi	abs	channel_controls	Channel 4 EQ Hi	channel_volume		1	Live corrected eq_hi for channel 4: idx 17
vcm600	cc	4	17	vcm600/channel/4/eq_mid	abs	channel_controls	Channel 4 EQ Mid	channel_volume		1	Live corrected eq_mid for channel 4: idx 18
vcm600	cc	4	18	vcm600/channel/4/eq_low	abs	channel_controls	Channel 4 EQ Low	channel_volume		1	Live corrected eq_low for channel 4: idx 19
vcm600	cc	4	10	vcm600/channel/4/pan	abs	channel_controls	Channel 4 Pan	channel_volume		1	Live corrected pan for channel 4: idx 11
vcm600	cc	4	19	vcm600/channel/4/send_a	abs	channel_controls	Channel 4 Send A	channel_volume		1	Live corrected send_a for channel 4: idx 20
vcm600	cc	4	20	vcm600/channel/4/send_b	abs	channel_controls	Channel 4 Send B	channel_volume		1	Live corrected send_b for channel 4: idx 21
vcm600	cc	4	21	vcm600/channel/4/resonance	abs	channel_controls	Channel 4 Resonance	channel_volume		1	Live corrected resonance for channel 4: idx 22
vcm600	cc	4	22	vcm600/channel/4/frequency	abs	channel_controls	Channel 4 Frequency	channel_volume		1	Live corrected frequency for channel 4: idx 23
vcm600	cc	4	23	vcm600/channel/4/level	abs	channel_controls	Channel 4 Level	channel_volume		1	Live corrected level index for channel 4: idx 24
vcm600	note	5	60	vcm600/channel/5/hi_cut		channel_buttons	Channel 5 Hi Cut	channel_switch	vcm600/channel/5/hi_cut	1	Live corrected hi_cut for channel 5: idx 61
vcm600	note	5	61	vcm600/channel/5/mid_cut		channel_buttons	Channel 5 Mid Cut	channel_switch	vcm600/channel/5/mid_cut	1	Live corrected mid_cut for channel 5: idx 62
vcm600	note	5	62	vcm600/channel/5/low_cut		channel_buttons	Channel 5 Low Cut	channel_switch	vcm600/channel/5/low_cut	1	Live corrected low_cut for channel 5: idx 63
vcm600	note	5	63	vcm600/channel/5/mute		channel_buttons	Channel 5 Mute	channel_switch	vcm600/channel/5/mute	1	Live corrected mute for channel 5: idx 64
vcm600	note	5	64	vcm600/channel/5/solo		channel_buttons	Channel 5 Solo	channel_switch	vcm600/channel/5/solo	1	Live corrected solo for channel 5: idx 65
vcm600	note	5	65	vcm600/channel/5/cf_asn		channel_buttons	Channel 5 CF Asn	channel_switch	vcm600/channel/5/cf_asn	1	Live corrected cf_asn for channel 5: idx 66
vcm600	note	5	66	vcm600/channel/5/clip		channel_buttons	Channel 5 Clip	channel_switch	vcm600/channel/5/clip	1	Live corrected clip for channel 5: idx 67
vcm600	note	5	67	vcm600/channel/5/track		channel_buttons	Channel 5 Track	channel_switch	vcm600/channel/5/track	1	Live corrected track for channel 5: idx 68
vcm600	note	5	68	vcm600/channel/5/stop		channel_buttons	Channel 5 Stop	channel_switch	vcm600/channel/5/stop	1	Manual corrected by live test: status 94 idx 45
vcm600	note	5	69	vcm600/channel/5/play		channel_buttons	Channel 5 Play	channel_switch	vcm600/channel/5/play	1	Manual corrected by live test: status 94 idx 46
vcm600	cc	5	16	vcm600/channel/5/eq_hi	abs	channel_controls	Channel 5 EQ Hi	channel_volume		1	Live corrected eq_hi for channel 5: idx 17
vcm600	cc	5	17	vcm600/channel/5/eq_mid	abs	channel_controls	Channel 5 EQ Mid	channel_volume		1	Live corrected eq_mid for channel 5: idx 18
vcm600	cc	5	18	vcm600/channel/5/eq_low	abs	channel_controls	Channel 5 EQ Low	channel_volume		1	Live corrected eq_low for channel 5: idx 19
vcm600	cc	5	10	vcm600/channel/5/pan	abs	channel_controls	Channel 5 Pan	channel_volume		1	Live corrected pan for channel 5: idx 11
vcm600	cc	5	19	vcm600/channel/5/send_a	abs	channel_controls	Channel 5 Send A	channel_volume		1	Live corrected send_a for channel 5: idx 20
vcm600	cc	5	20	vcm600/channel/5/send_b	abs	channel_controls	Channel 5 Send B	channel_volume		1	Live corrected send_b for channel 5: idx 21
vcm600	cc	5	21	vcm600/channel/5/resonance	abs	channel_controls	Channel 5 Resonance	channel_volume		1	Live corrected resonance for channel 5: idx 22
vcm600	cc	5	22	vcm600/channel/5/frequency	abs	channel_controls	Channel 5 Frequency	channel_volume		1	Live corrected frequency for channel 5: idx 23
vcm600	cc	5	23	vcm600/channel/5/level	abs	channel_controls	Channel 5 Level	channel_volume		1	Live corrected level index for channel 5: idx 24
vcm600	note	6	60	vcm600/channel/6/hi_cut		channel_buttons	Channel 6 Hi Cut	channel_switch	vcm600/channel/6/hi_cut	1	Live corrected hi_cut for channel 6: idx 61
vcm600	note	6	61	vcm600/channel/6/mid_cut		channel_buttons	Channel 6 Mid Cut	channel_switch	vcm600/channel/6/mid_cut	1	Live corrected mid_cut for channel 6: idx 62
vcm600	note	6	62	vcm600/channel/6/low_cut		channel_buttons	Channel 6 Low Cut	channel_switch	vcm600/channel/6/low_cut	1	Live corrected low_cut for channel 6: idx 63
vcm600	note	6	63	vcm600/channel/6/mute		channel_buttons	Channel 6 Mute	channel_switch	vcm600/channel/6/mute	1	Live corrected mute for channel 6: idx 64
vcm600	note	6	64	vcm600/channel/6/solo		channel_buttons	Channel 6 Solo	channel_switch	vcm600/channel/6/solo	1	Live corrected solo for channel 6: idx 65
vcm600	note	6	65	vcm600/channel/6/cf_asn		channel_buttons	Channel 6 CF Asn	channel_switch	vcm600/channel/6/cf_asn	1	Live corrected cf_asn for channel 6: idx 66
vcm600	note	6	66	vcm600/channel/6/clip		channel_buttons	Channel 6 Clip	channel_switch	vcm600/channel/6/clip	1	Live corrected clip for channel 6: idx 67
vcm600	note	6	67	vcm600/channel/6/track		channel_buttons	Channel 6 Track	channel_switch	vcm600/channel/6/track	1	Live corrected track for channel 6: idx 68
vcm600	note	6	68	vcm600/channel/6/stop		channel_buttons	Channel 6 Stop	channel_switch	vcm600/channel/6/stop	1	Manual corrected by live test: status 95 idx 45
vcm600	note	6	69	vcm600/channel/6/play		channel_buttons	Channel 6 Play	channel_switch	vcm600/channel/6/play	1	Manual corrected by live test: status 95 idx 46
vcm600	cc	6	16	vcm600/channel/6/eq_hi	abs	channel_controls	Channel 6 EQ Hi	channel_volume		1	Live corrected eq_hi for channel 6: idx 17
vcm600	cc	6	17	vcm600/channel/6/eq_mid	abs	channel_controls	Channel 6 EQ Mid	channel_volume		1	Live corrected eq_mid for channel 6: idx 18
vcm600	cc	6	18	vcm600/channel/6/eq_low	abs	channel_controls	Channel 6 EQ Low	channel_volume		1	Live corrected eq_low for channel 6: idx 19
vcm600	cc	6	10	vcm600/channel/6/pan	abs	channel_controls	Channel 6 Pan	channel_volume		1	Live corrected pan for channel 6: idx 11
vcm600	cc	6	19	vcm600/channel/6/send_a	abs	channel_controls	Channel 6 Send A	channel_volume		1	Live corrected send_a for channel 6: idx 20
vcm600	cc	6	20	vcm600/channel/6/send_b	abs	channel_controls	Channel 6 Send B	channel_volume		1	Live corrected send_b for channel 6: idx 21
vcm600	cc	6	21	vcm600/channel/6/resonance	abs	channel_controls	Channel 6 Resonance	channel_volume		1	Live corrected resonance for channel 6: idx 22
vcm600	cc	6	22	vcm600/channel/6/frequency	abs	channel_controls	Channel 6 Frequency	channel_volume		1	Live corrected frequency for channel 6: idx 23
vcm600	cc	6	23	vcm600/channel/6/level	abs	channel_controls	Channel 6 Level	channel_volume		1	Live corrected level index for channel 6: idx 24
vcm600	note	7	60	vcm600/channel/7/hi_cut		channel_buttons	Channel 7 Hi Cut	channel_switch	vcm600/channel/7/hi_cut	1	Live corrected hi_cut for channel 7: idx 61
vcm600	note	7	61	vcm600/channel/7/mid_cut		channel_buttons	Channel 7 Mid Cut	channel_switch	vcm600/channel/7/mid_cut	1	Live corrected mid_cut for channel 7: idx 62
vcm600	note	7	62	vcm600/channel/7/low_cut		channel_buttons	Channel 7 Low Cut	channel_switch	vcm600/channel/7/low_cut	1	Live corrected low_cut for channel 7: idx 63
vcm600	note	7	63	vcm600/channel/7/mute		channel_buttons	Channel 7 Mute	channel_switch	vcm600/channel/7/mute	1	Live corrected mute for channel 7: idx 64
vcm600	note	7	64	vcm600/channel/7/solo		channel_buttons	Channel 7 Solo	channel_switch	vcm600/channel/7/solo	1	Live corrected solo for channel 7: idx 65
vcm600	note	7	65	vcm600/channel/7/cf_asn		channel_buttons	Channel 7 CF Asn	channel_switch	vcm600/channel/7/cf_asn	1	Live corrected cf_asn for channel 7: idx 66
vcm600	note	7	66	vcm600/channel/7/clip		channel_buttons	Channel 7 Clip	channel_switch	vcm600/channel/7/clip	1	Live corrected clip for channel 7: idx 67
vcm600	note	7	67	vcm600/channel/7/track		channel_buttons	Channel 7 Track	channel_switch	vcm600/channel/7/track	1	Live corrected track for channel 7: idx 68
vcm600	note	7	68	vcm600/channel/7/stop		channel_buttons	Channel 7 Stop	channel_switch	vcm600/channel/7/stop	1	Manual corrected by live test: status 96 idx 45
vcm600	note	7	69	vcm600/channel/7/play		channel_buttons	Channel 7 Play	channel_switch	vcm600/channel/7/play	1	Manual corrected by live test: status 96 idx 46
vcm600	cc	7	16	vcm600/channel/7/eq_hi	abs	channel_controls	Channel 7 EQ Hi	channel_volume		1	Live corrected eq_hi for channel 7: idx 17
vcm600	cc	7	17	vcm600/channel/7/eq_mid	abs	channel_controls	Channel 7 EQ Mid	channel_volume		1	Live corrected eq_mid for channel 7: idx 18
vcm600	cc	7	18	vcm600/channel/7/eq_low	abs	channel_controls	Channel 7 EQ Low	channel_volume		1	Live corrected eq_low for channel 7: idx 19
vcm600	cc	7	10	vcm600/channel/7/pan	abs	channel_controls	Channel 7 Pan	channel_volume		1	Live corrected pan for channel 7: idx 11
vcm600	cc	7	19	vcm600/channel/7/send_a	abs	channel_controls	Channel 7 Send A	channel_volume		1	Live corrected send_a for channel 7: idx 20
vcm600	cc	7	20	vcm600/channel/7/send_b	abs	channel_controls	Channel 7 Send B	channel_volume		1	Live corrected send_b for channel 7: idx 21
vcm600	cc	7	21	vcm600/channel/7/resonance	abs	channel_controls	Channel 7 Resonance	channel_volume		1	Live corrected resonance for channel 7: idx 22
vcm600	cc	7	22	vcm600/channel/7/frequency	abs	channel_controls	Channel 7 Frequency	channel_volume		1	Live corrected frequency for channel 7: idx 23
vcm600	cc	7	23	vcm600/channel/7/level	abs	channel_controls	Channel 7 Level	channel_volume		1	Live corrected level index for channel 7: idx 24
vcm600	note	8	60	vcm600/channel/8/hi_cut		channel_buttons	Channel 8 Hi Cut	channel_switch	vcm600/channel/8/hi_cut	1	Live corrected hi_cut for channel 8: idx 61
vcm600	note	8	61	vcm600/channel/8/mid_cut		channel_buttons	Channel 8 Mid Cut	channel_switch	vcm600/channel/8/mid_cut	1	Live corrected mid_cut for channel 8: idx 62
vcm600	note	8	62	vcm600/channel/8/low_cut		channel_buttons	Channel 8 Low Cut	channel_switch	vcm600/channel/8/low_cut	1	Live corrected low_cut for channel 8: idx 63
vcm600	note	8	63	vcm600/channel/8/mute		channel_buttons	Channel 8 Mute	channel_switch	vcm600/channel/8/mute	1	Live corrected mute for channel 8: idx 64
vcm600	note	8	64	vcm600/channel/8/solo		channel_buttons	Channel 8 Solo	channel_switch	vcm600/channel/8/solo	1	Live corrected solo for channel 8: idx 65
vcm600	note	8	65	vcm600/channel/8/cf_asn		channel_buttons	Channel 8 CF Asn	channel_switch	vcm600/channel/8/cf_asn	1	Live corrected cf_asn for channel 8: idx 66
vcm600	note	8	66	vcm600/channel/8/clip		channel_buttons	Channel 8 Clip	channel_switch	vcm600/channel/8/clip	1	Live corrected clip for channel 8: idx 67
vcm600	note	8	67	vcm600/channel/8/track		channel_buttons	Channel 8 Track	channel_switch	vcm600/channel/8/track	1	Live corrected track for channel 8: idx 68
vcm600	note	8	68	vcm600/channel/8/stop		channel_buttons	Channel 8 Stop	channel_switch	vcm600/channel/8/stop	1	Manual corrected by live test: status 97 idx 45
vcm600	note	8	69	vcm600/channel/8/play		channel_buttons	Channel 8 Play	channel_switch	vcm600/channel/8/play	1	Manual corrected by live test: status 97 idx 46
vcm600	cc	8	16	vcm600/channel/8/eq_hi	abs	channel_controls	Channel 8 EQ Hi	channel_volume		1	Live corrected eq_hi for channel 8: idx 17
vcm600	cc	8	17	vcm600/channel/8/eq_mid	abs	channel_controls	Channel 8 EQ Mid	channel_volume		1	Live corrected eq_mid for channel 8: idx 18
vcm600	cc	8	18	vcm600/channel/8/eq_low	abs	channel_controls	Channel 8 EQ Low	channel_volume		1	Live corrected eq_low for channel 8: idx 19
vcm600	cc	8	10	vcm600/channel/8/pan	abs	channel_controls	Channel 8 Pan	channel_volume		1	Live corrected pan for channel 8: idx 11
vcm600	cc	8	19	vcm600/channel/8/send_a	abs	channel_controls	Channel 8 Send A	channel_volume		1	Live corrected send_a for channel 8: idx 20
